lat,long,signal_strength
59.303675,18.0975006,-89
59.303675,18.0975006,-87
59.303675,18.0975006,-88
59.303675,18.0975006,-90
59.303675,18.0975006,-91
59.303675,18.0975006,-91
59.303675,18.0975006,-91
59.303675,18.0975006,-91
59.303675,18.0975006,-89
59.3040443,18.0953286,-81
59.3040443,18.0953286,-85
