,osm_id,name,type,coords
66,41598899,,,"[(18.0737306, 59.3500576), (18.0736733, 59.3502019), (18.0748818, 59.3503253), (18.0751457, 59.3496809), (18.0751067, 59.3496772), (18.0752739, 59.349242), (18.075068, 59.3492379), (18.0749427, 59.3495727), (18.0738106, 59.3494492), (18.0737544, 59.3495837), (18.0749192, 59.3496977), (18.0748569, 59.3498772), (18.0737914, 59.349765), (18.0737445, 59.3498953), (18.0747753, 59.3500067), (18.0747176, 59.350159), (18.0737306, 59.3500576)]"
67,41598962,,university,"[(18.0728655, 59.349141), (18.0729611, 59.3491365), (18.072992, 59.3491351), (18.0730257, 59.3491336), (18.0730946, 59.3491305), (18.0730386, 59.3488142), (18.0729321, 59.3488191), (18.0728095, 59.3488247), (18.0728655, 59.349141)]"
68,41599003,,,"[(18.0722367, 59.3492766), (18.0722627, 59.3492038), (18.0724403, 59.3492266), (18.0725095, 59.3492322), (18.0725622, 59.3490711), (18.072492, 59.3490651), (18.0724593, 59.3491652), (18.07231, 59.3491525), (18.072315, 59.3491017), (18.072141, 59.3490839), (18.0721996, 59.348935), (18.0721438, 59.3489294), (18.0722056, 59.3487603), (18.0723444, 59.3487726), (18.0724121, 59.3485333), (18.0723275, 59.3485267), (18.0723766, 59.3484101), (18.0722625, 59.3483991), (18.0720416, 59.3483777), (18.0720442, 59.3483619), (18.0720489, 59.34834), (18.0717839, 59.3483118), (18.0717521, 59.3483994), (18.0716288, 59.3487504), (18.0714681, 59.3492054), (18.0722367, 59.3492766)]"
69,41599208,,,"[(18.0680409, 59.3490603), (18.0682094, 59.3491483), (18.0683449, 59.3490808), (18.0681765, 59.3489928), (18.0680409, 59.3490603)]"
70,41599260,,,"[(18.0708231, 59.3486471), (18.0711637, 59.3486968), (18.0711754, 59.3486761), (18.0712611, 59.3486886), (18.0714435, 59.3483633), (18.0708486, 59.3482766), (18.0708235, 59.3483215), (18.0709002, 59.3483327), (18.0709053, 59.3483235), (18.0709972, 59.3483369), (18.0708231, 59.3486471)]"
71,41599288,CBI Betonginstitutet,,"[(18.0706486, 59.3487136), (18.0704236, 59.3491042), (18.0706248, 59.3491321), (18.0707149, 59.3489811), (18.0710417, 59.3490142), (18.071001, 59.3491667), (18.0712528, 59.3491874), (18.0712955, 59.3490372), (18.0710858, 59.3490207), (18.071123, 59.3488778), (18.0707964, 59.3488459), (18.0708529, 59.3487415), (18.0706486, 59.3487136)]"
72,41666446,KTH: 22:an,,"[(18.0727255, 59.3483537), (18.072997, 59.3483409), (18.0730019, 59.3483682), (18.073007, 59.3483965), (18.0732089, 59.348387), (18.0732942, 59.348383), (18.0733474, 59.3486764), (18.0727887, 59.3487027), (18.0727255, 59.3483537)]"
73,52823787,,,"[(18.0687734, 59.3483468), (18.0688474, 59.3484351), (18.0687219, 59.3484625), (18.0686478, 59.3483741), (18.0687734, 59.3483468)]"
74,53186842,KTH: W,,"[(18.0701177, 59.3505346), (18.0708398, 59.3506085), (18.0709236, 59.3506172), (18.0708999, 59.3506775), (18.0709145, 59.350679), (18.0709319, 59.3506808), (18.0708667, 59.3508464), (18.0703673, 59.3507953), (18.0699418, 59.3507518), (18.0700056, 59.3505898), (18.0700921, 59.3505987), (18.0701177, 59.3505346)]"
75,53204348,,,"[(18.0666121, 59.3513931), (18.0667522, 59.3512515), (18.0665299, 59.3511953), (18.0666936, 59.3510317), (18.0669942, 59.3511051), (18.0671062, 59.3509881), (18.0667925, 59.3509045), (18.0670133, 59.3506796), (18.0667739, 59.3506258), (18.066558, 59.3508464), (18.0660255, 59.3507143), (18.0659483, 59.3507933), (18.0659204, 59.3508219), (18.0660129, 59.3508462), (18.0659128, 59.350955), (18.0661221, 59.351007), (18.0662393, 59.3508966), (18.0664526, 59.3509456), (18.0661773, 59.3512214), (18.0662919, 59.3513111), (18.0666121, 59.3513931)]"
76,53204349,,,"[(18.0656987, 59.3508753), (18.0655156, 59.3511949), (18.0653025, 59.3511578), (18.0656338, 59.3505215), (18.0656949, 59.350525), (18.0658212, 59.3502928), (18.0658926, 59.3501614), (18.0660519, 59.3501807), (18.0660212, 59.3502422), (18.0666064, 59.3504), (18.0663737, 59.3506392), (18.0660639, 59.3505691), (18.0661116, 59.3505088), (18.0660133, 59.3504873), (18.0658533, 59.3507226), (18.0658949, 59.3507294), (18.065865, 59.3507743), (18.0657859, 59.350893), (18.0656987, 59.3508753)]"
77,107237354,,,"[(18.061486, 59.3515785), (18.0615476, 59.3516004), (18.0617194, 59.3516615), (18.0615388, 59.3517933), (18.0613055, 59.3517103), (18.061486, 59.3515785)]"
78,107237358,,,"[(18.0628312, 59.3515467), (18.063292, 59.3517176), (18.0633375, 59.3516857), (18.0633896, 59.351705), (18.0634208, 59.3516832), (18.0634728, 59.3517024), (18.0638314, 59.3514512), (18.0637892, 59.3514355), (18.0638268, 59.3514091), (18.0637625, 59.3513853), (18.0637979, 59.3513604), (18.0633374, 59.3511897), (18.0632188, 59.3512728), (18.0636172, 59.3514205), (18.0633448, 59.3516115), (18.0629485, 59.3514645), (18.0628312, 59.3515467)]"
79,107237361,,,"[(18.0610222, 59.3512755), (18.061215, 59.3511454), (18.0609834, 59.3510562), (18.0610222, 59.3512755)]"
80,107237365,Futuraskolan Brunbärsvägen,school,"[(18.062353, 59.3514257), (18.0626681, 59.3515419), (18.0617882, 59.351824), (18.062353, 59.3514257)]"
81,121168989,,,"[(18.0640941, 59.3516101), (18.064154, 59.3516234), (18.0642533, 59.3516455), (18.06479, 59.3510184), (18.0647173, 59.3510023), (18.0646308, 59.350983), (18.0640941, 59.3516101)]"
82,176751897,,,"[(18.0629226, 59.3501706), (18.0631139, 59.3500918), (18.063181, 59.3501341), (18.0633769, 59.3500534), (18.0634471, 59.3500977), (18.0636374, 59.3500192), (18.0637067, 59.3500629), (18.0638975, 59.3499843), (18.063961, 59.3500244), (18.0641829, 59.349933), (18.0640897, 59.3498742), (18.0638781, 59.3499614), (18.0638105, 59.3499187), (18.0636162, 59.3499987), (18.0635441, 59.3499533), (18.0633508, 59.3500329), (18.0632813, 59.3499891), (18.0630865, 59.3500694), (18.0630221, 59.3500287), (18.0628259, 59.3501096), (18.0629226, 59.3501706)]"
83,176838843,,,"[(18.0635638, 59.3510353), (18.0637113, 59.3509319), (18.063534, 59.3508662), (18.0633865, 59.3509697), (18.0635638, 59.3510353)]"
84,247983001,,,"[(18.0620948, 59.3494732), (18.0619724, 59.3494026), (18.0622075, 59.3492966), (18.0622407, 59.3493158), (18.0622916, 59.3492903), (18.0623813, 59.349344), (18.0620948, 59.3494732)]"
85,255564006,,,"[(18.0722558, 59.3508305), (18.0722262, 59.3509027), (18.0722897, 59.350909), (18.0723191, 59.3508373), (18.0722558, 59.3508305)]"
86,255564008,,,"[(18.0715245, 59.3508309), (18.0715412, 59.3507819), (18.0715505, 59.3507545), (18.0716159, 59.3507615), (18.0716059, 59.3507878), (18.0715872, 59.3508371), (18.0715245, 59.3508309)]"
87,255564010,,,"[(18.0714465, 59.3506377), (18.0720986, 59.350709), (18.0724244, 59.3507442), (18.0723828, 59.3508442), (18.0723191, 59.3508373), (18.0722558, 59.3508305), (18.0720588, 59.3508096), (18.0719458, 59.3507975), (18.0716159, 59.3507615), (18.0715505, 59.3507545), (18.0714183, 59.3507403), (18.07143, 59.3507122), (18.071444, 59.3506788), (18.0714299, 59.3506773), (18.0714465, 59.3506377)]"
88,255564036,,university,"[(18.0689925, 59.3495351), (18.0687922, 59.3496947), (18.0684149, 59.3495746), (18.068621, 59.349414), (18.0689925, 59.3495351)]"
89,307433072,,,"[(18.0669468, 59.3472555), (18.0668644, 59.3472894), (18.0668793, 59.3472988), (18.0668928, 59.3473074), (18.0669752, 59.3472734), (18.0669701, 59.3472702), (18.0669468, 59.3472555)]"
90,307433073,,,"[(18.0648857, 59.3495212), (18.0649688, 59.349573), (18.0652489, 59.3494562), (18.0651657, 59.3494044), (18.0648857, 59.3495212)]"
91,307660140,,apartments,"[(18.0650344, 59.3518737), (18.0646984, 59.3518287), (18.0647366, 59.3518368), (18.0648022, 59.3517898), (18.0650344, 59.3518737)]"
92,307660141,,,"[(18.0647663, 59.3517418), (18.0648145, 59.3517586), (18.0647372, 59.3518161), (18.064689, 59.3517993), (18.0647663, 59.3517418)]"
93,308285777,,,"[(18.068023, 59.3488333), (18.0680289, 59.3488414), (18.0680629, 59.3488842), (18.0680853, 59.3489138), (18.0677019, 59.3489909), (18.0676396, 59.3489104), (18.068023, 59.3488333)]"
94,308779716,,,"[(18.0660714, 59.3510997), (18.0660123, 59.3511679), (18.0656832, 59.3510936), (18.0657424, 59.3510255), (18.0660714, 59.3510997)]"
95,308779717,,apartments,"[(18.0678482, 59.3491083), (18.0681664, 59.3493114), (18.0683037, 59.3493538), (18.0681645, 59.3494671), (18.0680142, 59.3494236), (18.0676544, 59.3491907), (18.0678482, 59.3491083)]"
96,309770037,,,"[(18.0675747, 59.3510531), (18.0675828, 59.351055), (18.0676261, 59.3510705), (18.0676573, 59.3510466), (18.0676059, 59.3510292), (18.0675747, 59.3510531)]"
97,339120049,,,"[(18.0670931, 59.347275), (18.0667607, 59.3473984), (18.0658301, 59.3478062), (18.065986, 59.3479026), (18.0668483, 59.3475299), (18.0672393, 59.3473818), (18.0670931, 59.347275)]"
98,339120050,,,"[(18.0674152, 59.3471604), (18.0670931, 59.347275), (18.0672393, 59.3473818), (18.0672745, 59.3474078), (18.0675978, 59.347294), (18.0675687, 59.3472725), (18.0674152, 59.3471604)]"
99,374450436,KTH: A,university,"[(18.0719827, 59.3475145), (18.0720007, 59.3474443), (18.0720509, 59.3473604), (18.0721245, 59.3472857), (18.072218, 59.3471936), (18.0722551, 59.3471668), (18.072319, 59.3471428), (18.072426, 59.3471381), (18.0725093, 59.3471658), (18.0725766, 59.3472182), (18.0726305, 59.3473129), (18.0726278, 59.3473867), (18.0725983, 59.3474606), (18.0724534, 59.3475208), (18.0722388, 59.3475768), (18.0721582, 59.3475917), (18.072104, 59.3475918), (18.072055, 59.3475754), (18.0720162, 59.3475481), (18.0719827, 59.3475145)]"
100,374468206,,,"[(18.0719071, 59.3477011), (18.0718931, 59.3476985), (18.0718817, 59.3476937), (18.0718742, 59.3476871), (18.0718715, 59.3476804), (18.0718735, 59.3476729), (18.0718805, 59.3476662), (18.0718928, 59.3476607), (18.0719067, 59.3476581), (18.0719167, 59.3476578), (18.0719312, 59.3476595), (18.0719436, 59.3476636), (18.0719525, 59.3476697), (18.0719567, 59.3476764), (18.0719562, 59.347684), (18.0719476, 59.3476933), (18.0719364, 59.3476982), (18.0719225, 59.347701), (18.0719071, 59.3477011)]"
101,374470905,,roof,"[(18.0683305, 59.3498453), (18.068119, 59.3497735), (18.0681605, 59.3497425), (18.068372, 59.3498121), (18.0683305, 59.3498453)]"
102,533228310,KTH: U,university,"[(18.0698384, 59.3512242), (18.069958, 59.3508958), (18.0699662, 59.350874), (18.0704433, 59.3509207), (18.0703492, 59.3511707), (18.070313, 59.3512694), (18.0698826, 59.3512284), (18.0698384, 59.3512242)]"
103,536185064,,apartments,"[(18.0689772, 59.3507507), (18.0684354, 59.3507261), (18.068202, 59.350655), (18.068299, 59.3505791), (18.0684865, 59.3506362), (18.0690024, 59.3506669), (18.0689772, 59.3507507)]"
104,536185065,,apartments,"[(18.0684606, 59.3503145), (18.0686904, 59.3503872), (18.0684956, 59.3505472), (18.0682658, 59.3504745), (18.0684606, 59.3503145)]"
105,536186651,,apartments,"[(18.0675453, 59.3495125), (18.0676751, 59.3494295), (18.0671547, 59.3492396), (18.0669698, 59.3492162), (18.066915, 59.3493143), (18.0670759, 59.3493402), (18.0675453, 59.3495125)]"
106,536186652,,apartments,"[(18.0668301, 59.349487), (18.067269, 59.3496465), (18.0673736, 59.3497381), (18.0674633, 59.3497146), (18.06756, 59.3496893), (18.0674239, 59.349573), (18.0669567, 59.349398), (18.0668301, 59.349487)]"
107,553278081,,,"[(18.0643289, 59.3473691), (18.0644501, 59.3472564), (18.063357, 59.346986), (18.063303, 59.3470422), (18.0632541, 59.3470937), (18.0643289, 59.3473691)]"
108,583657272,KTH: ABE-skolan,university,"[(18.0728681, 59.3492003), (18.0729661, 59.3491966), (18.0729642, 59.3491733), (18.0729611, 59.3491365), (18.072992, 59.3491351), (18.0730257, 59.3491336), (18.0730309, 59.3491699), (18.073034, 59.3491947), (18.0731625, 59.3491904), (18.0734748, 59.3491798), (18.0735083, 59.349266), (18.0735134, 59.3493075), (18.073211, 59.3493457), (18.0731333, 59.3493555), (18.0728494, 59.3493261), (18.0728681, 59.3492003)]"
109,678743134,,apartments,"[(18.0725058, 59.3508763), (18.0726855, 59.3508926), (18.0727493, 59.350709), (18.0725696, 59.3506928), (18.0725058, 59.3508763)]"
110,678743136,,apartments,"[(18.073449, 59.3504112), (18.0734884, 59.3503018), (18.0737713, 59.3503282), (18.0737319, 59.3504376), (18.073449, 59.3504112)]"
111,727088679,,apartments,"[(18.0710348, 59.3504875), (18.0712882, 59.3505148), (18.0713115, 59.3504475), (18.0713942, 59.3502318), (18.071259, 59.3502151), (18.0711501, 59.3502017), (18.0710348, 59.3504875)]"
112,727088680,,apartments,"[(18.0716263, 59.3501827), (18.0719065, 59.3502051), (18.0718086, 59.3504677), (18.0716046, 59.3504475), (18.0715323, 59.3504403), (18.0715936, 59.3502714), (18.0716061, 59.350238), (18.0716263, 59.3501827)]"
113,727088681,,,"[(18.0715498, 59.3504869), (18.0717871, 59.3505074), (18.0717723, 59.3505521), (18.0717697, 59.35056), (18.0715323, 59.3505402), (18.0715498, 59.3504869)]"
114,727384135,,apartments,"[(18.072352, 59.3511015), (18.0723927, 59.3509761), (18.0728922, 59.3510182), (18.0728515, 59.3511436), (18.072352, 59.3511015)]"
